Id,Name,Description,TypeId,DataTypeId,ComputationTypeId,TaxonomyString,LeafNode,ShowOnWebsite
324,Group,Detect a group.,5,1,1,3.3.3.1.3,1,1
325,Contains,Detect if a site is in a region.,5,1,1,3.3.3.1.4,1,1
326,Loop,Loop detection.,5,1,1,3.3.3.1.5,1,1
327,Pattern,Pattern detection.,5,1,1,3.3.3.1.6,1,1
328,PathExtent,Path extent detection.,5,1,1,3.3.3.1.7,1,1
329,Territory,Territory detection.,5,1,1,3.3.3.1.8,1,1
330,Fill,Check region filled by pieces.,5,1,1,3.3.3.1.9,1,1
331,Distance,Check distance between two sites.,5,1,1,3.3.3.1.10,1,1
332,MoveConditions,Move conditions.,5,1,1,3.3.3.2,0,1
333,NoMoves,Detect no legal moves.,5,1,1,3.3.3.2.1,0,1
334,NoMovesMover,Detect no legal moves for the mover.,5,1,1,3.3.3.2.1.1,1,1
335,NoMovesNext,Detect no legal moves for the next player.,5,1,1,3.3.3.2.1.2,1,1
336,CanMove,Check if a piece (or more) can make specific move(s).,5,1,1,3.3.3.2.2,1,1
337,CanNotMove,Check if a piece (or more) can not make specific move(s).,5,1,1,3.3.3.2.3,1,1
338,PieceConditions,Piece conditions.,5,1,1,3.3.3.3,0,1
339,NoPiece,No piece detection.,5,1,1,3.3.3.3.1,0,1
340,NoPieceMover,No piece detection for the pieces of the mover.,5,1,1,3.3.3.3.1.1,1,1
341,NoPieceNext,No piece detection for the pieces of the next player.,5,1,1,3.3.3.3.1.2,1,1
342,NoTargetPiece,No target piece detection.,5,1,1,3.3.3.3.2,1,1
343,Threat,Piece under threat detection.,5,1,1,3.3.3.3.3,1,1
344,IsEmpty,Empty site detection.,5,1,1,3.3.3.3.4,1,1
345,IsEnemy,Occupied site by enemy detection.,5,1,1,3.3.3.3.5,1,1
346,IsFriend,Occupied site by friend detection.,5,1,1,3.3.3.3.6,1,1
347,LineOfSight,Line of sight of pieces used.,5,1,1,3.3.3.3.8,1,1
348,CountPiecesComparison,The number of pieces is compared.,5,1,1,3.3.3.3.9,0,1
349,CountPiecesMoverComparison,The number of pieces of the mover is compared.,5,1,1,3.3.3.3.9.1,1,1
350,CountPiecesNextComparison,The number of pieces of the next player is compared.,5,1,1,3.3.3.3.9.2,1,1
351,ProgressCheck,Progress condition.,5,1,1,3.3.3.4,1,1
352,Directions,Directions used.,5,1,1,3.3.4,0,1
353,AbsoluteDirections,Absolute directions used.,5,1,1,3.3.4.1,0,1
354,AllDirections,All directions used.,5,1,1,3.3.4.1.1,1,1
355,AdjacentDirection,Adjacent directions used.,5,1,1,3.3.4.1.2,1,1
356,OrthogonalDirection,Orthogonal directions used.,5,1,1,3.3.4.1.3,1,1
357,DiagonalDirection,Diagonal directions used.,5,1,1,3.3.4.1.4,1,1
358,OffDiagonalDirection,Off diagonal directions used.,5,1,1,3.3.4.1.5,1,1
359,RotationalDirection,Rotational directions used.,5,1,1,3.3.4.1.6,1,1
360,SameLayerDirection,Same layer directions used.,5,1,1,3.3.4.1.7,1,1
361,RelativeDirections,Directions used.,5,1,1,3.3.4.2,0,1
362,ForwardDirection,Forward direction used.,5,1,1,3.3.4.2.1,1,1
363,BackwardDirection,Backward direction used.,5,1,1,3.3.4.2.2,1,1
364,ForwardsDirection,Forwards direction used.,5,1,1,3.3.4.2.3,1,1
365,BackwardsDirection,Backwards direction used.,5,1,1,3.3.4.2.4,1,1
366,RightwardDirection,Rightward direction used.,5,1,1,3.3.4.2.5,1,1
367,LeftwardDirection,Leftward direction used.,5,1,1,3.3.4.2.6,1,1
368,RightwardsDirection,Rightwards direction used.,5,1,1,3.3.4.2.7,1,1
369,LeftwardsDirection,Leftwards direction used.,5,1,1,3.3.4.2.8,1,1
370,ForwardLeftDirection,Forward left direction used.,5,1,1,3.3.4.2.9,1,1
371,ForwardRightDirection,Forward right direction used.,5,1,1,3.3.4.2.10,1,1
372,BackwardLeftDirection,Backward left direction used.,5,1,1,3.3.4.2.11,1,1
373,BackwardRightDirection,Use backward right direction.,5,1,1,3.3.4.2.12,1,1
374,SameDirection,Same direction of the previous move used.,5,1,1,3.3.4.2.13,1,1
375,OppositeDirection,Opposite direction of the previous move used.,5,1,1,3.3.4.2.14,1,1
376,Information,Information.,5,1,1,3.3.5,0,1
377,HidePieceType,Hide piece type.,5,1,1,3.3.5.1,1,1
378,HidePieceOwner,Hide piece owner.,5,1,1,3.3.5.2,1,1
379,HidePieceCount,Hide number of pieces.,5,1,1,3.3.5.3,1,1
380,HidePieceRotation,Hide piece rotation.,5,1,1,3.3.5.4,1,1
381,HidePieceValue,Hide piece value.,5,1,1,3.3.5.5,1,1
382,HidePieceState,Hide the site state.,5,1,1,3.3.5.6,1,1
383,InvisiblePiece,Piece can be invisible.,5,1,1,3.3.5.7,1,1
384,Phase,Phases of play.,5,1,1,3.3.6,0,1
385,NumPlayPhase,Number of play phases.,5,2,1,3.3.6.1,1,1
386,Scoring,Involve scores.,5,1,1,3.3.7,1,1
387,PieceCount,Many pieces of the same type on a site.,5,1,1,3.3.8,1,1
388,SumDice,Use sum of all dice.,5,1,1,3.3.9,1,1
389,End,Rules for ending the game.,6,1,1,3.4,0,1
390,SpaceEnd,Space ending rules.,6,1,1,3.4.1,0,1
391,LineEnd,End in making a line.,6,1,1,3.4.1.1,0,1
392,LineEndFrequency,Frequency of Line End.,6,4,2,3.4.1.1.1,1,1
393,LineWin,Win in making a line.,6,1,1,3.4.1.1.2,0,1
394,LineWinFrequency,Frequency of Line Win.,6,4,2,3.4.1.1.2.1,1,1
395,LineLoss,Loss in making a line.,6,1,1,3.4.1.1.3,0,1
396,LineLossFrequency,Frequency of Line Loss.,6,4,2,3.4.1.1.3.1,1,1
397,LineDraw,Draw in making a line.,6,1,1,3.4.1.1.4,0,1
398,LineDrawFrequency,Frequency of Line Draw.,6,4,2,3.4.1.1.4.1,1,1
399,ConnectionEnd,End if connected regions.,6,1,1,3.4.1.2,0,1
400,ConnectionEndFrequency,Frequency of Connection End.,6,4,2,3.4.1.2.1,1,1
401,ConnectionWin,Win in connecting regions.,6,1,1,3.4.1.2.2,0,1
402,ConnectionWinFrequency,Frequency of Connection Win.,6,4,2,3.4.1.2.2.1,1,1
403,ConnectionLoss,Loss in connecting regions.,6,1,1,3.4.1.2.3,0,1
404,ConnectionLossFrequency,Frequency of Connection Loss.,6,4,2,3.4.1.2.3.1,1,1
405,ConnectionDraw,Draw in connecting regions.,6,1,1,3.4.1.2.4,0,1
406,ConnectionDrawFrequency,Frequency of Connection Draw.,6,4,2,3.4.1.2.4.1,1,1
407,GroupEnd,End in making a group.,6,1,1,3.4.1.3,0,1
408,GroupEndFrequency,Frequency of Group End.,6,4,2,3.4.1.3.1,1,1
409,GroupWin,Win in making a group.,6,1,1,3.4.1.3.2,0,1
410,GroupWinFrequency,Frequency of Group Win.,6,4,2,3.4.1.3.2.1,1,1
411,GroupLoss,Loss in making a group.,6,1,1,3.4.1.3.3,0,1
412,GroupLossFrequency,Frequency of Group Loss.,6,4,2,3.4.1.3.3.1,1,1
413,GroupDraw,Draw in making a group.,6,1,1,3.4.1.3.4,0,1
414,GroupDrawFrequency,Frequency of Group Draw.,6,4,2,3.4.1.3.4.1,1,1
415,LoopEnd,End in making a loop.,6,1,1,3.4.1.4,0,1
416,LoopEndFrequency,Frequency of Loop End.,6,4,2,3.4.1.4.1,1,1
417,LoopWin,Win in making a loop.,6,1,1,3.4.1.4.2,0,1
418,LoopWinFrequency,Frequency of Loop Win.,6,4,2,3.4.1.4.2.1,1,1
419,LoopLoss,Loss in making a loop.,6,1,1,3.4.1.4.3,0,1
420,LoopLossFrequency,Frequency of Loop Loss.,6,4,2,3.4.1.4.3.1,1,1
421,LoopDraw,Draw in making a loop.,6,1,1,3.4.1.4.4,0,1
422,LoopDrawFrequency,Frequency of Loop Draw.,6,4,2,3.4.1.4.4.1,1,1
423,PatternEnd,End in making a pattern.,6,1,1,3.4.1.5,0,1
424,PatternEndFrequency,Frequency of Pattern End.,6,4,2,3.4.1.5.1,1,1
425,PatternWin,Win in making a pattern.,6,1,1,3.4.1.5.2,0,1
426,PatternWinFrequency,Frequency of Pattern Win.,6,4,2,3.4.1.5.2.1,1,1
427,PatternLoss,Loss in making a pattern.,6,1,1,3.4.1.5.3,0,1
428,PatternLossFrequency,Frequency of Pattern Loss.,6,4,2,3.4.1.5.3.1,1,1
429,PatternDraw,Draw in making a Pattern.,6,1,1,3.4.1.5.4,0,1
430,PatternDrawFrequency,Frequency of Pattern Draw.,6,4,2,3.4.1.5.4.1,1,1
431,PathExtentEnd,End with a path extent.,6,1,1,3.4.1.6,0,1
432,PathExtentEndFrequency,Frequency of Path Extent End.,6,4,2,3.4.1.6.1,1,1
433,PathExtentWin,Win with a path extent.,6,1,1,3.4.1.6.2,0,1
434,PathExtentWinFrequency,Frequency of PathExtent Win.,6,4,2,3.4.1.6.2.1,1,1
435,PathExtentLoss,Loss with a path extent.,6,1,1,3.4.1.6.3,0,1
436,PathExtentLossFrequency,Frequency of PathExtent Loss.,6,4,2,3.4.1.6.3.1,1,1
437,PathExtentDraw,Draw with a path extent.,6,1,1,3.4.1.6.4,0,1
438,PathExtentDrawFrequency,Frequency of PathExtent Draw.,6,4,2,3.4.1.6.4.1,1,1
439,TerritoryEnd,End related to a territory.,6,1,1,3.4.1.7,0,1
440,TerritoryEndFrequency,Frequency of Territory End.,6,4,2,3.4.1.7.1,1,1
441,TerritoryWin,Win related to a territory.,6,1,1,3.4.1.7.2,0,1
442,TerritoryWinFrequency,Frequency of Territory Win.,6,4,2,3.4.1.7.2.1,1,1
443,TerritoryLoss,Loss related to a territory.,6,1,1,3.4.1.7.3,0,1
444,TerritoryLossFrequency,Frequency of Territory Loss.,6,4,2,3.4.1.7.3.1,1,1
445,TerritoryDraw,Draw related to a territory.,6,1,1,3.4.1.7.4,0,1
446,TerritoryDrawFrequency,Frequency of Territory Draw.,6,4,2,3.4.1.7.4.1,1,1
447,CaptureEnd,Capture ending rules.,6,1,1,3.4.2,0,1
448,Checkmate,End if checkmate.,6,1,1,3.4.2.1,0,1
449,CheckmateFrequency,Frequency of Checkmate.,6,4,2,3.4.2.1.1,1,1
450,CheckmateWin,Win if checkmate.,6,1,1,3.4.2.1.2,0,1
451,CheckmateWinFrequency,Frequency of Checkmate Win.,6,4,2,3.4.2.1.2.1,1,1
452,CheckmateLoss,Loss if checkmate.,6,1,1,3.4.2.1.3,0,1
453,CheckmateLossFrequency,Frequency of Checkmate Loss.,6,4,2,3.4.2.1.3.1,1,1
454,CheckmateDraw,Draw if checkmate.,6,1,1,3.4.2.1.4,0,1
455,CheckmateDrawFrequency,Frequency of Checkmate Draw.,6,4,2,3.4.2.1.4.1,1,1
456,NoTargetPieceEnd,End if a target piece is removed.,6,1,1,3.4.2.2,0,1
457,NoTargetPieceEndFrequency,Frequency of No Target Piece End.,6,4,2,3.4.2.2.1,1,1
458,NoTargetPieceWin,Win if a target piece is removed.,6,1,1,3.4.2.2.2,0,1
459,NoTargetPieceWinFrequency,Frequency of No Target Piece Win.,6,4,2,3.4.2.2.2.1,1,1
460,NoTargetPieceLoss,Loss if a target piece is removed.,6,1,1,3.4.2.2.3,0,1
461,NoTargetPieceLossFrequency,Frequency of No Target Piece Loss.,6,4,2,3.4.2.2.3.1,1,1
462,NoTargetPieceDraw,Draw if a target piece is removed.,6,1,1,3.4.2.2.4,0,1
463,NoTargetPieceDrawFrequency,Frequency of No Target Piece Draw.,6,4,2,3.4.2.2.4.1,1,1
464,EliminatePiecesEnd,End if all enemy pieces are removed.,6,1,1,3.4.2.3,0,1
465,EliminatePiecesEndFrequency,Frequency of Eliminate All Pieces End.,6,4,2,3.4.2.3.1,1,1
466,EliminatePiecesWin,Win if all enemy pieces are removed.,6,1,1,3.4.2.3.2,0,1
467,EliminatePiecesWinFrequency,Frequency of Eliminate Pieces Win.,6,4,2,3.4.2.3.2.1,1,1
468,EliminatePiecesLoss,Loss if all enemy pieces are removed.,6,1,1,3.4.2.3.3,0,1
469,EliminatePiecesLossFrequency,Frequency of Eliminate Pieces Loss.,6,4,2,3.4.2.3.3.1,1,1
470,EliminatePiecesDraw,Draw if a target piece is removed.,6,1,1,3.4.2.3.4,0,1
471,EliminatePiecesDrawFrequency,Frequency of Eliminate Pieces Draw.,6,4,2,3.4.2.3.4.1,1,1
472,RaceEnd,Race ending rules.,6,1,1,3.4.3,0,1
473,NoOwnPiecesEnd,End if all own pieces removed (escape games).,6,1,1,3.4.3.1,0,1
474,NoOwnPiecesEndFrequency,Frequency of No Own Pieces End.,6,4,2,3.4.3.1.1,1,1
475,NoOwnPiecesWin,Win if all own pieces removed.,6,1,1,3.4.3.1.2,0,1
476,NoOwnPiecesWinFrequency,Frequency of No Own Pieces Win.,6,4,2,3.4.3.1.2.1,1,1
477,NoOwnPiecesLoss,Loss if all own pieces are removed.,6,1,1,3.4.3.1.3,0,1
478,NoOwnPiecesLossFrequency,Frequency of No Own Pieces Loss.,6,4,2,3.4.3.1.3.1,1,1
479,NoOwnPiecesDraw,Draw if all own pieces are removed.,6,1,1,3.4.3.1.4,0,1
480,NoOwnPiecesDrawFrequency,Frequency of No Own Pieces Draw.,6,4,2,3.4.3.1.4.1,1,1
481,FillEnd,End in filling a region.,6,1,1,3.4.3.2,0,1
482,FillEndFrequency,Frequency of Fill End.,6,4,2,3.4.3.2.1,1,1
483,FillWin,Win in filling a region.,6,1,1,3.4.3.2.2,0,1
484,FillWinFrequency,Frequency of Fill Win.,6,4,2,3.4.3.2.2.1,1,1
485,FillLoss,Loss in filling a region.,6,1,1,3.4.3.2.3,0,1
486,FillLossFrequency,Frequency of Fill Loss.,6,4,2,3.4.3.2.3.1,1,1
487,FillDraw,Draw in filling a region.,6,1,1,3.4.3.2.4,0,1
488,FillDrawFrequency,Frequency of Fill Draw.,6,4,2,3.4.3.2.4.1,1,1
489,ReachEnd,End in reaching a region.,6,1,1,3.4.3.3,0,1
490,ReachEndFrequency,Frequency of Reach End.,6,4,2,3.4.3.3.1,1,1
491,ReachWin,Win in reaching a region.,6,1,1,3.4.3.3.2,0,1
492,ReachWinFrequency,Frequency of Reach Win.,6,4,2,3.4.3.3.2.1,1,1
493,ReachLoss,Loss in reaching a region.,6,1,1,3.4.3.3.3,0,1
494,ReachLossFrequency,Frequency of Reach Loss.,6,4,2,3.4.3.3.3.1,1,1
495,ReachDraw,Draw in reaching a region.,6,1,1,3.4.3.3.4,0,1
496,ReachDrawFrequency,Frequency of Reach Draw.,6,4,2,3.4.3.3.4.1,1,1
497,ScoringEnd,End in comparing scores.,6,1,1,3.4.4,0,1
498,ScoringEndFrequency,Frequency of Scoring End.,6,4,2,3.4.4.1,1,1
499,ScoringWin,Win in comparing score.,6,1,1,3.4.4.2,0,1
500,ScoringWinFrequency,Frequency of Score Win.,6,4,2,3.4.4.2.1,1,1
501,ScoringLoss,Loss in comparing score.,6,1,1,3.4.4.3,0,1
502,ScoringLossFrequency,Frequency of Score Loss.,6,4,2,3.4.4.3.1,1,1
503,ScoringDraw,Draw in comparing score.,6,1,1,3.4.4.4,0,1
504,ScoringDrawFrequency,Frequency of Reach Draw.,6,4,2,3.4.4.4.1,1,1
505,NoMovesEnd,End if no legal moves (stalemate).,6,1,1,3.4.5,0,1
506,NoMovesEndFrequency,Frequency of No Moves End.,6,4,2,3.4.5.1,1,1
507,NoMovesWin,Win if no legal moves.,6,1,1,3.4.5.2,0,1
508,NoMovesWinFrequency,Frequency of No Moves Win.,6,4,2,3.4.5.2.1,1,1
509,NoMovesLoss,Loss if no legal moves.,6,1,1,3.4.5.3,0,1
510,NoMovesLossFrequency,Frequency of No Moves Loss.,6,4,2,3.4.5.3.1,1,1
511,NoMovesDraw,Draw if no legal moves.,6,1,1,3.4.5.4,0,1
512,NoMovesDrawFrequency,Frequency of No Moves Draw.,6,4,2,3.4.5.4.1,1,1
513,NoProgressEnd,The game does not progress to an end (e.g. 50 moves rule in Chess).,6,1,1,3.4.6,0,1
514,NoProgressEndFrequency,Frequency of No Progress End.,6,4,2,3.4.6.1,1,1
515,NoProgressWin,Win if no progress to an end.,6,1,1,3.4.6.2,0,1
516,NoProgressWinFrequency,Frequency of No Progress Win.,6,4,2,3.4.6.2.1,1,1
517,NoProgressLoss,Loss if no progress to an end.,6,1,1,3.4.6.3,0,1
518,NoProgressLossFrequency,Frequency of No Progress Loss.,6,4,2,3.4.6.3.1,1,1
519,NoProgressDraw,Draw if no progress to an end.,6,1,1,3.4.6.4,0,1
520,NoProgressDrawFrequency,Frequency of No Progress Draw.,6,4,2,3.4.6.4.1,1,1
521,Draw,The game can ends in a draw.,6,1,1,3.4.7,0,1
522,DrawFrequency,Frequency of Draw.,6,4,2,3.4.7.1,1,1
523,Misere,A two-players game can ends with the mover losing or the next player winning.,6,1,1,3.4.9,1,1
524,Behaviour,Behaviour.,7,1,2,4,0,0
525,StateRepetition,State repetition.,7,1,2,4.1,0,1
526,PositionalRepetition,Average number of repeated positional states.,7,4,2,4.1.1,1,1
527,SituationalRepetition,Average number of repeated situational states.,7,4,2,4.1.2,1,1
528,Duration,Game duration.,7,1,2,4.2,0,1
529,DurationActions,Number of actions in a game.,7,4,2,4.2.1,1,1
530,DurationMoves,Number of moves in a game.,7,4,2,4.2.2,1,1
531,DurationTurns,Number of turns in a game.,7,4,2,4.2.3,1,1
532,Complexity,Game complexity.,7,1,2,4.3,0,1
533,DecisionMoves,Percentage of moves where there was more than one possible move.,7,4,2,4.3.1,1,1
534,GameTreeComplexity,Game Tree Complexity Estimate.,7,4,2,4.3.2,1,1
535,StateTreeComplexity,State Space Complexity Upper Bound.,7,4,2,4.3.3,1,1
536,BoardCoverage,Board Coverage.,7,1,2,4.4,0,1
537,BoardCoverageDefault,Percentage of default board sites which a piece was placed on at some point.,7,4,2,4.4.1,1,1
538,BoardCoverageFull,Percentage of all board sites which a piece was placed on at some point.,7,4,2,4.4.2,1,1
539,BoardCoverageUsed,Percentage of used board sites which a piece was placed on at some point.,7,4,2,4.4.3,1,1
540,GameOutcome,Game Outcome.,7,1,2,4.5,0,1
541,AdvantageP1,Percentage of games where player 1 won.,7,4,2,4.5.1,1,1
542,Balance,Similarity between player win rates.,7,4,2,4.5.2,1,1
543,Completion,Percentage of games which have a winner (not drawor timeout).,7,4,2,4.5.3,1,1
544,Drawishness,Percentage of games which end in a draw.,7,4,2,4.5.4,1,1
545,Timeouts,Percentage of games which end via timeout.,7,4,2,4.5.5,1,1
546,StateEvaluation,State Evaluation.,7,1,2,4.6,0,1
547,Clarity,Clarity.,7,1,2,4.6.1,0,1
548,Narrowness,Narrowness.,7,4,2,4.6.1.1,1,1
549,Variance,Variance.,7,4,2,4.6.1.2,1,1
550,Decisiveness,Decisiveness.,7,1,2,4.6.2,0,1
551,DecisivenessMoves,Decisiveness Moves.,7,4,2,4.6.2.1,1,1
552,DecisivenessThreshold,Decisiveness Threshold.,7,4,2,4.6.2.2,1,1
553,LeadChange,LeadChange.,7,4,2,4.6.3,1,1
554,Stability,Stability.,7,4,2,4.6.4,1,1
555,Drama,Drama.,7,1,2,4.6.5,0,1
556,DramaAverage,Drama Average.,7,4,2,4.6.5.1,1,1
557,DramaMedian,Drama Median.,7,4,2,4.6.5.2,1,1
558,DramaMaximum,Drama Maximum.,7,4,2,4.6.5.3,1,1
559,DramaMinimum,Drama Minimum.,7,4,2,4.6.5.4,1,1
560,DramaVariance,Drama Variance.,7,4,2,4.6.5.5,1,1
561,DramaChangeAverage,Drama Change Average.,7,4,2,4.6.5.6,1,1
562,DramaChangeSign,Drama Change Sign.,7,4,2,4.6.5.7,1,1
563,DramaChangeLineBestFit,Drama Change Line Best Fit.,7,4,2,4.6.5.8,1,1
564,DramaChangeNumTimes,Drama Change Num Times.,7,4,2,4.6.5.9,1,1
565,DramaMaxIncrease,Drama Max Increase.,7,4,2,4.6.5.10,1,1
566,DramaMaxDecrease,Drama Max Decrease.,7,4,2,4.6.5.11,1,1
567,MoveEvaluation,Drama.,7,1,2,4.6.6,0,1
568,MoveEvaluationAverage,Move Evaluation Average.,7,4,2,4.6.6.1,1,1
569,MoveEvaluationMedian,Move Evaluation Median.,7,4,2,4.6.6.2,1,1
570,MoveEvaluationMaximum,Move Evaluation Maximum.,7,4,2,4.6.6.3,1,1
571,MoveEvaluationMinimum,Move Evaluation Minimum.,7,4,2,4.6.6.4,1,1
572,MoveEvaluationVariance,Move Evaluation Variance.,7,4,2,4.6.6.5,1,1
573,MoveEvaluationChangeAverage,Move Evaluation Change Average.,7,4,2,4.6.6.6,1,1
574,MoveEvaluationChangeSign,Move Evaluation Change Sign.,7,4,2,4.6.6.7,1,1
575,MoveEvaluationChangeLineBestFit,Move Evaluation Change Line Best Fit.,7,4,2,4.6.6.8,1,1
576,MoveEvaluationChangeNumTimes,Move Evaluation Change Num Times.,7,4,2,4.6.6.9,1,1
577,MoveEvaluationMaxIncrease,Move Evaluation Max Increase.,7,4,2,4.6.6.10,1,1
578,MoveEvaluationMaxDecrease,Move Evaluation Max Decrease.,7,4,2,4.6.6.11,1,1
579,StateEvaluationDifference,Drama.,7,1,2,4.6.7,0,1
580,StateEvaluationDifferenceAverage,State Evaluation Difference Average.,7,4,2,4.6.7.1,1,1
581,StateEvaluationDifferenceMedian,State Evaluation Difference Median.,7,4,2,4.6.7.2,1,1
582,StateEvaluationDifferenceMaximum,State Evaluation Difference Maximum.,7,4,2,4.6.7.3,1,1
583,StateEvaluationDifferenceMinimum,State Evaluation Difference Minimum.,7,4,2,4.6.7.4,1,1
584,StateEvaluationDifferenceVariance,State Evaluation Difference Variance.,7,4,2,4.6.7.5,1,1
585,StateEvaluationDifferenceChangeAverage,State Evaluation Difference Change Average.,7,4,2,4.6.7.6,1,1
586,StateEvaluationDifferenceChangeSign,State Evaluation Difference Change Sign.,7,4,2,4.6.7.7,1,1
587,StateEvaluationDifferenceChangeLineBestFit,State Evaluation Difference Change Line Best Fit.,7,4,2,4.6.7.8,1,1
588,StateEvaluationDifferenceChangeNumTimes,State Evaluation Difference Change Num Times.,7,4,2,4.6.7.9,1,1
589,StateEvaluationDifferenceMaxIncrease,State Evaluation Difference Max Increase.,7,4,2,4.6.7.10,1,1
590,StateEvaluationDifferenceMaxDecrease,State Evaluation Difference Max Decrease.,7,4,2,4.6.7.11,1,1
591,BoardSitesOccupied,Board sites occupied.,7,1,2,4.7,0,1
592,BoardSitesOccupiedAverage,Average percentage of board sites which have a piece on it in any given turn.,7,4,2,4.7.1,1,1
593,BoardSitesOccupiedMedian,Median percentage of board sites which have a piece on it in any given turn.,7,4,2,4.7.2,1,1
594,BoardSitesOccupiedMaximum,Maximum percentage of board sites which have a piece on it in any given turn.,7,4,2,4.7.3,1,1
595,BoardSitesOccupiedMinimum,Minimum percentage of board sites which have a piece on it in any given turn.,7,4,2,4.7.4,1,1
596,BoardSitesOccupiedVariance,Variance in percentage of board sites which have a piece on it in any given turn.,7,4,2,4.7.5,1,1
597,BoardSitesOccupiedChangeAverage,Change in percentage of board sites which have a piece on it in any given turn.,7,4,2,4.7.6,1,1
598,BoardSitesOccupiedChangeSign,Sign Change of board sites which have a piece on it in any given turn.,7,4,2,4.7.7,1,1
599,BoardSitesOccupiedChangeLineBestFit,Line Best Fit Change of board sites which have a piece on it in any given turn.,7,4,2,4.7.8,1,1
600,BoardSitesOccupiedChangeNumTimes,Number of times the change of board sites which have a piece on it in any given turn.,7,4,2,4.7.9,1,1
601,BoardSitesOccupiedMaxIncrease,Max Increase of board sites which have a piece on it in any given turn.,7,4,2,4.7.10,1,1
602,BoardSitesOccupiedMaxDecrease,Max Decrease of board sites which have a piece on it in any given turn.,7,4,2,4.7.11,1,1
603,BranchingFactor,Branching factor.,7,1,2,4.8,0,1
604,BranchingFactorAverage,Average number of possible moves.,7,4,2,4.8.1,1,1
605,BranchingFactorMedian,Median number of possible moves.,7,4,2,4.8.2,1,1
606,BranchingFactorMaximum,Maximum number of possible moves.,7,4,2,4.8.3,1,1
607,BranchingFactorMinimum,Minimum number of possible moves.,7,4,2,4.8.4,1,1
608,BranchingFactorVariance,Variance in number of possible moves.,7,4,2,4.8.5,1,1
609,BranchingFactorChangeAverage,Change in percentage of possible moves.,7,4,2,4.8.6,1,1
610,BranchingFactorChangeSign,Change sign of possible moves.,7,4,2,4.8.7,1,1
611,BranchingFactorChangeLineBestFit,Change line best fit of possible moves.,7,4,2,4.8.8,1,1
612,BranchingFactorChangeNumTimesn,Change num times of possible moves.,7,4,2,4.8.9,1,1
613,BranchingFactorChangeMaxIncrease,Change max increase of possible moves.,7,4,2,4.8.10,1,1
614,BranchingFactorChangeMaxDecrease,Change max decrease of possible moves.,7,4,2,4.8.11,1,1
615,DecisionFactor,Decision factor.,7,1,2,4.9,0,1
616,DecisionFactorAverage,Average number of possible moves when the number of possible moves is greater than 1.,7,4,2,4.9.1,1,1
617,DecisionFactorMedian,Median number of possible moves when the number of possible moves is greater than 1.,7,4,2,4.9.2,1,1
618,DecisionFactorMaximum,Maximum number of possible moves when the number of possible moves is greater than 1.,7,4,2,4.9.3,1,1
619,DecisionFactorMinimum,Minimum number of possible moves when the number of possible moves is greater than 1.,7,4,2,4.9.4,1,1
620,DecisionFactorVariance,Variance in number of possible moves when the number of possible moves is greater than 1.,7,4,2,4.9.5,1,1
621,DecisionFactorChangeAverage,Change in percentage of possible moves when the number of possible moves is greater than 1.,7,4,2,4.9.6,1,1
622,DecisionFactorChangeSign,Change sign of possible moves when the number of possible moves is greater than 1.,7,4,2,4.9.7,1,1
623,DecisionFactorChangeLineBestFit,Change line best fit of possible moves when the number of possible moves is greater than 1.,7,4,2,4.9.8,1,1
624,DecisionFactorChangeNumTimes,Change num times of possible moves when the number of possible moves is greater than 1.,7,4,2,4.9.9,1,1
625,DecisionFactorMaxIncrease,Max increase of possible moves when the number of possible moves is greater than 1.,7,4,2,4.9.10,1,1
626,DecisionFactorMaxDecrease,Max Decrease of possible moves when the number of possible moves is greater than 1.,7,4,2,4.9.11,1,1
627,MoveDistance,Move distance.,7,1,2,4.10,0,1
628,MoveDistanceAverage,Average distance traveled by pieces when they move around the board.,7,4,2,4.10.1,1,1
629,MoveDistanceMedian,Median distance traveled by pieces when they move around the board.,7,4,2,4.10.2,1,1
630,MoveDistanceMaximum,Maximum distance traveled by pieces when they move around the board.,7,4,2,4.10.3,1,1
631,MoveDistanceMinimum,Minimum distance traveled by pieces when they move around the board.,7,4,2,4.10.4,1,1
632,MoveDistanceVariance,Variance in distance traveled by pieces when they move around the board.,7,4,2,4.10.5,1,1
633,MoveDistanceChangeAverage,Change average in distance traveled by pieces when they move around the board.,7,4,2,4.10.6,1,1
634,MoveDistanceChangeSign,Change sign in distance traveled by pieces when they move around the board.,7,4,2,4.10.7,1,1
635,MoveDistanceChangeLineBestFit,Change line best fit in distance traveled by pieces when they move around the board.,7,4,2,4.10.8,1,1
636,MoveDistanceChangeNumTimes,Change num times in distance traveled by pieces when they move around the board.,7,4,2,4.10.9,1,1
637,MoveDistanceMaxIncrease,Max increase in distance traveled by pieces when they move around the board.,7,4,2,4.10.10,1,1
638,MoveDistanceMaxDecrease,Max decrease in distance traveled by pieces when they move around the board.,7,4,2,4.10.11,1,1
639,PieceNumber,Piece number.,7,1,2,4.11,0,1
640,PieceNumberAverage,Average number of pieces on the board.,7,4,2,4.11.1,1,1
641,PieceNumberMedian,Median number of pieces on the board.,7,4,2,4.11.2,1,1
642,PieceNumberMaximum,Maximum number of pieces on the board.,7,4,2,4.11.3,1,1
643,PieceNumberMinimum,Minimum number of pieces on the board.,7,4,2,4.11.4,1,1
644,PieceNumberVariance,Variance in number of pieces on the board.,7,4,2,4.11.5,1,1
